,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
1560,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6
39,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
1486,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9
3460,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9
169,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
1355,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
2542,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14
3825,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
2780,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10
2794,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10
1640,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8
1290,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7
1380,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9
1933,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15
579,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
2990,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,9
2030,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
892,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6
780,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13
159,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13
2,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9
3612,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10
3507,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11
849,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10
2466,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9
3850,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7
1596,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7
1776,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9
1913,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9
1043,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
1544,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6
3055,0.61,0.495,0.16,1.089,0.469,0.198,0.384,11
53,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10
1796,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10
1911,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10
3337,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
2843,0.6,0.45,0.16,1.142,0.539,0.225,0.307,10
3852,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12
824,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7
3805,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9
1389,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10
3484,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8
4100,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,9
1607,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8
1594,0.525,0.4,0.14,0.654,0.305,0.16,0.169,7
771,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8
2273,0.67,0.52,0.15,1.406,0.519,0.348,0.37,13
1868,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8
1085,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7
2884,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9
1325,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8
1463,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9
806,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,6
2610,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9
2974,0.745,0.575,0.2,1.884,0.954,0.336,0.495,12
2108,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27
3011,0.375,0.285,0.09,0.237,0.106,0.0395,0.08,8
4137,0.63,0.505,0.155,1.105,0.492,0.226,0.325,11
2234,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14
963,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9
398,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12
3985,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
704,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9
431,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20
292,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
4015,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10
145,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10
3192,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14
2033,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10
3902,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4
1165,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9
2050,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
3246,0.55,0.435,0.16,0.906,0.342,0.219,0.295,13
339,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15
2624,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12
265,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
2424,0.26,0.2,0.065,0.096,0.044,0.027,0.03,6
3495,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8
1771,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,8
271,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
696,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4
747,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9
244,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
3992,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,10
476,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9
2032,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
3616,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14
2664,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9
813,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5
1914,0.595,0.455,0.15,0.886,0.4315,0.201,0.223,10
3591,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9
1297,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9
1804,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10
3058,0.62,0.475,0.16,0.907,0.371,0.167,0.3075,11
250,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7
2461,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13
545,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11
738,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14
310,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
1131,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8
1449,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6
4106,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11
15,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12
3729,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9
2968,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12
3775,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8
3698,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10
363,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
182,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
1194,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
2630,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6
1121,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9
2235,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13
1182,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11
3103,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11
614,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15
1466,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8
401,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9
934,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8
2419,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10
3620,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9
2788,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10
726,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10
826,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6
1521,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12
136,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
628,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21
334,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
390,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10
3939,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14
1817,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
3824,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7
710,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7
1039,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6
2771,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
3676,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10
1561,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8
3903,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
3567,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10
1112,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7
2513,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8
1223,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6
2822,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7
2421,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15
1508,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11
1750,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12
3808,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
338,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13
215,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10
1341,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10
4097,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,9
3975,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6
3079,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,11
2639,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6
2857,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11
2322,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
2571,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9
101,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15
3030,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,11
171,0.53,0.395,0.145,0.775,0.308,0.169,0.255,7
107,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10
3239,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15
4169,0.52,0.385,0.165,0.791,0.375,0.18,0.1815,10
3105,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,5
2825,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,8
2691,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
3316,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16
2989,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9
3178,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,8
3299,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16
3649,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9
1040,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11
3724,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7
2120,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
1524,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11
3629,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,6
2248,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6
481,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17
3007,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14
3128,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10
1762,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12
3459,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8
3600,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4
2922,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11
2886,0.505,0.365,0.115,0.521,0.25,0.096,0.15,8
405,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12
757,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15
3137,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10
97,0.47,0.375,0.13,0.523,0.214,0.132,0.145,8
1333,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
3372,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16
3921,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
3331,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
2058,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8
2971,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11
148,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
28,0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15
4143,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13
3358,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5
692,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11
1386,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
1845,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
2893,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8
1599,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,11
701,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14
1708,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14
454,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14
2040,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8
2954,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12
2315,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
609,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12
167,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20
730,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11
3043,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
3806,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8
3733,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10
1622,0.565,0.42,0.155,0.743,0.31,0.186,0.231,9
587,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13
1401,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11
1700,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12
3111,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,8
3341,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12
1379,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10
2089,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10
2175,0.575,0.45,0.185,0.925,0.342,0.197,0.35,12
3046,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11
2721,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,8
2657,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9
3439,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8
441,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8
2051,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8
2541,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9
1301,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9
3598,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
1304,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9
236,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
2599,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8
520,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
2573,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8
735,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10
3759,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
2106,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14
2679,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9
592,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
1303,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
1387,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10
2748,0.505,0.385,0.125,0.596,0.245,0.097,0.21,9
3483,0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7
3949,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13
904,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8
3603,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,7
1279,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,7
3389,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16
4081,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11
2308,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
3370,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12
3481,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6
3362,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
706,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11
3742,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13
745,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
1939,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11
3554,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,8
513,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6
81,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12
1308,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9
3523,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4
914,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7
3933,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6
3892,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13
774,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10
329,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
2054,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
2001,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6
943,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7
822,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7
909,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7
2516,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10
181,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21
164,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16
1523,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12
451,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16
2538,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15
1311,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11
1111,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,8
3520,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11
1287,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8
2929,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,11
327,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12
1790,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10
2490,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7
3978,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8
2007,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8
1858,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10
312,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19
832,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9
1201,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8
3517,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11
4077,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,9
2134,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8
2209,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
3270,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13
1481,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9
777,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13
799,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11
54,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,7
1920,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,9
3663,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9
3245,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13
1701,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10
2161,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17
3977,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7
987,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8
3338,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16
3034,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10
1394,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
2637,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7
768,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11
3758,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9
285,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10
3735,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
428,0.56,0.455,0.125,0.943,0.344,0.129,0.375,21
2332,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9
2717,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6
2079,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9
722,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15
951,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8
3224,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16
2262,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17
989,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9
3955,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9
2858,0.695,0.54,0.195,1.691,0.768,0.363,0.4755,11
326,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7
2608,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8
1383,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12
1724,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
1086,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,8
3405,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7
341,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14
147,0.28,0.205,0.08,0.127,0.052,0.039,0.042,9
3954,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7
1107,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8
848,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8
966,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7
3477,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6
2203,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
3127,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,9
661,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,11
1002,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,9
3300,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16
3563,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,8
3303,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12
4053,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
1879,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9
3996,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,6
1203,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
1990,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7
24,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10
3986,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10
2854,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11
2927,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,12
3244,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19
875,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14
3819,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8
938,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6
2687,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10
2394,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14
3578,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10
4160,0.585,0.475,0.165,1.053,0.458,0.217,0.3,11
385,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9
3235,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14
3548,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7
3098,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,8
2291,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
2942,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9
936,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7
3656,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11
2360,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
201,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13
1332,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10
2708,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
1934,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9
935,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7
2418,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18
566,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12
1854,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8
3418,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8
2467,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
1645,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10
2991,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,8
1792,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9
1430,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4
2826,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,9
3268,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11
1013,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
1928,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12
3173,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6
126,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
2949,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11
1347,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9
355,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
2730,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6
827,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6
1639,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10
